CensusPlaceCode,ST,CensusPlaceName,SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,POPESTIMATE2024,POPESTIMATE2025
1900000000,IA,Iowa,040,19,000,00000,00000,00000,0,A,3190582,3191081,3199037,3201890,3214739,3230454,3238387
1900100000,IA,Adair County,050,19,001,00000,00000,00000,0,A,7502,7498,7529,7466,7418,7465,7403
1900100370,IA,Adair city (pt.),157,19,001,00370,00000,00000,1,A,776,775,776,773,765,780,758
1900108425,IA,Bridgewater city,157,19,001,08425,00000,00000,1,A,146,146,146,145,144,145,141
1900111395,IA,Casey city (pt.),157,19,001,11395,00000,00000,1,A,16,16,16,16,16,16,16
1900128290,IA,Fontanelle city,157,19,001,28290,00000,00000,1,A,689,689,691,682,677,687,673
1900132790,IA,Greenfield city,157,19,001,32790,00000,00000,1,A,2067,2065,2073,2057,2048,1993,2070
1900159565,IA,Orient city,157,19,001,59565,00000,00000,1,A,364,364,365,359,357,364,352
1900175990,IA,Stuart city (pt.),157,19,001,75990,00000,00000,1,A,721,722,733,736,735,760,747
1900199990,IA,Balance of Adair County,157,19,001,99990,00000,00000,1,F,2723,2721,2729,2698,2676,2720,2646
1900300000,IA,Adams County,050,19,003,00000,00000,00000,0,A,3708,3710,3639,3600,3559,3600,3617
1900310585,IA,Carbon city,157,19,003,10585,00000,00000,1,A,33,33,32,32,33,33,33
1900316500,IA,Corning city,157,19,003,16500,00000,00000,1,A,1563,1564,1530,1511,1491,1506,1511
1900344490,IA,Lenox city (pt.),157,19,003,44490,00000,00000,1,A,0,0,0,0,0,0,0
1900356865,IA,Nodaway city,157,19,003,56865,00000,00000,1,A,73,73,71,70,70,71,71
1900364560,IA,Prescott city,157,19,003,64560,00000,00000,1,A,191,191,187,185,182,185,186
1900399990,IA,Balance of Adams County,157,19,003,99990,00000,00000,1,F,1848,1849,1819,1802,1783,1805,1816
1900500000,IA,Allamakee County,050,19,005,00000,00000,00000,0,A,14062,14072,13977,14095,14163,14206,14238
1900534590,IA,Harpers Ferry city,157,19,005,34590,00000,00000,1,A,260,261,261,265,271,273,274
1900543275,IA,Lansing city,157,19,005,43275,00000,00000,1,A,960,961,957,961,958,959,957
1900555785,IA,New Albin city,157,19,005,55785,00000,00000,1,A,434,434,427,428,430,433,428
1900564290,IA,Postville city (pt.),157,19,005,64290,00000,00000,1,A,2237,2236,2210,2205,2167,2157,2138
1900582470,IA,Waterville city,157,19,005,82470,00000,00000,1,A,108,108,107,109,111,110,112
1900582740,IA,Waukon city,157,19,005,82740,00000,00000,1,A,3821,3820,3781,3787,3801,3806,3849
1900599990,IA,Balance of Allamakee County,157,19,005,99990,00000,00000,1,F,6242,6252,6234,6340,6425,6468,6480
1900700000,IA,Appanoose County,050,19,007,00000,00000,00000,0,A,12312,12283,12267,12134,12122,12102,12077
1900712315,IA,Centerville city,157,19,007,12315,00000,00000,1,A,5420,5407,5388,5357,5347,5341,5327
1900713395,IA,Cincinnati city,157,19,007,13395,00000,00000,1,A,288,287,288,283,283,282,282
1900726310,IA,Exline city,157,19,007,26310,00000,00000,1,A,159,159,158,156,156,156,154
1900753985,IA,Moravia city (pt.),157,19,007,53985,00000,00000,1,A,637,635,636,627,627,624,623
1900754390,IA,Moulton city,157,19,007,54390,00000,00000,1,A,608,606,607,599,597,596,595
1900755200,IA,Mystic city,157,19,007,55200,00000,00000,1,A,323,322,321,317,317,316,316
1900757945,IA,Numa city,157,19,007,57945,00000,00000,1,A,72,72,72,71,71,71,71
1900763345,IA,Plano city,157,19,007,63345,00000,00000,1,A,58,58,58,57,57,57,57
1900765730,,Rathbun city,157,19,007,65730,00000,00000,1,A,41,41,41,40,40,40,40
1900779410,,Udell city,157,19,007,79410,00000,00000,1,A,32,32,32,31,31,31,31
1900779680,,Unionville city,157,19,007,79680,00000,00000,1,A,76,76,76,75,74,74,74
1900799990,,Balance of Appanoose County,157,19,007,99990,00000,00000,1,F,4598,4588,4590,4521,4522,4514,4507
1900900000,,Audubon County,050,19,009,00000,00000,00000,0,A,5674,5680,5642,5567,5527,5548,5509
1900903655,,Audubon city,157,19,009,03655,00000,00000,1,A,2059,2060,2042,2014,1999,1999,1989
1900908200,,Brayton city,157,19,009,08200,00000,00000,1,A,143,143,142,140,139,138,136
1900926265,,Exira city,157,19,009,26265,00000,00000,1,A,791,792,784,774,765,772,767
1900932565,,Gray city,157,19,009,32565,00000,00000,1,A,59,59,59,59,59,59,59
1900941295,,Kimballton city,157,19,009,41295,00000,00000,1,A,290,290,288,282,280,281,277
1900999990,,Balance of Audubon County,157,19,009,99990,00000,00000,1,F,2332,2336,2327,2298,2285,2299,2281
1901100000,,Benton County,050,19,011,00000,00000,00000,0,A,25586,25552,25747,25748,25773,25845,26004
1901103475,,Atkins city,157,19,011,03475,00000,00000,1,A,2058,2062,2096,2117,2140,2173,2203
1901105590,,Belle Plaine city,157,19,011,05590,00000,00000,1,A,2330,2325,2337,2335,2335,2338,2346
1901106805,,Blairstown city,157,19,011,06805,00000,00000,1,A,710,709,711,709,708,706,709
1901130000,,Garrison city,157,19,011,30000,00000,00000,1,A,351,350,353,349,349,351,353
1901141115,,Keystone city,157,19,011,41115,00000,00000,1,A,603,602,608,607,619,618,617
1901147505,,Luzerne city,157,19,011,47505,00000,00000,1,A,112,112,113,112,112,112,113
1901154435,,Mount Auburn city,157,19,011,54435,00000,00000,1,A,162,162,163,162,162,160,160
1901156055,,Newhall city,157,19,011,56055,00000,00000,1,A,882,880,884,886,887,892,906
1901157720,,Norway city,157,19,011,57720,00000,00000,1,A,466,465,468,467,466,467,470
1901172480,,Shellsburg city,157,19,011,72480,00000,00000,1,A,962,962,976,979,987,987,997
1901179905,,Urbana city,157,19,011,79905,00000,00000,1,A,1563,1565,1592,1621,1627,1641,1671
1901180400,,Van Horne city,157,19,011,80400,00000,00000,1,A,772,771,773,771,768,768,769
1901181210,,Vinton city,157,19,011,81210,00000,00000,1,A,4934,4925,4955,4950,4949,4971,5004
1901181840,,Walford city (pt.),157,19,011,81840,00000,00000,1,A,958,956,963,957,956,959,962
1901199990,,Balance of Benton County,157,19,011,99990,00000,00000,1,S,8723,8706,8755,8726,8708,8702,8724
1901300000,,Black Hawk County,050,19,013,00000,00000,00000,0,A,131146,131037,130571,129963,130812,131473,131532
1901311755,,Cedar Falls city,157,19,013,11755,00000,00000,1,A,40727,40700,40648,40521,40958,41197,41240
1901322845,,Dunkerton city,157,19,013,22845,00000,00000,1,A,840,840,832,829,834,833,835
1901324870,,Elk Run Heights city,157,19,013,24870,00000,00000,1,A,1069,1067,1063,1055,1055,1056,1053
1901325995,,Evansdale city,157,19,013,25995,00000,00000,1,A,4563,4557,4519,4487,4491,4480,4463
1901330675,,Gilbertville city,157,19,013,30675,00000,00000,1,A,787,785,784,784,788,789,786
1901337470,,Hudson city,157,19,013,37470,00000,00000,1,A,2545,2544,2610,2625,2774,2890,3028
1901339405,,Janesville city (pt.),157,19,013,39405,00000,00000,1,A,113,113,112,113,114,114,113
1901339585,,Jesup city (pt.),157,19,013,39585,00000,00000,1,A,196,196,194,193,197,197,196
1901343365,,La Porte City city,157,19,013,43365,00000,00000,1,A,2283,2278,2259,2252,2257,2246,2238
1901365820,,Raymond city,157,19,013,65820,00000,00000,1,A,761,759,754,747,749,748,748
1901382425,,Waterloo city,157,19,013,82425,00000,00000,1,A,67307,67259,66897,66492,66696,67005,66919
1901399990,,Balance of Black Hawk County,157,19,013,99990,00000,00000,1,S,9955,9939,9899,9865,9899,9918,9913
1901500000,,Boone County,050,19,015,00000,00000,00000,0,A,26715,26705,26776,26574,26581,26727,26799
1901505185,,Beaver city,157,19,015,05185,00000,00000,1,A,48,48,48,47,47,49,49
1901506040,,Berkley city,157,19,015,06040,00000,00000,1,A,22,22,22,22,21,22,21
1901507480,,Boone city,157,19,015,07480,00000,00000,1,A,12450,12447,12475,12361,12388,12450,12471
1901507750,,Boxholm city,157,19,015,07750,00000,00000,1,A,183,183,183,181,178,177,177
1901528920,,Fraser city,157,19,015,28920,00000,00000,1,A,103,103,105,104,105,107,107
1901547280,,Luther city,157,19,015,47280,00000,00000,1,A,149,149,149,147,146,146,146
1901548450,,Madrid city,157,19,015,48450,00000,00000,1,A,2803,2801,2824,2813,2803,2823,2820
1901558665,,Ogden city,157,19,015,58665,00000,00000,1,A,2007,2005,2004,1976,1965,1967,1975
1901562850,,Pilot Mound city,157,19,015,62850,00000,00000,1,A,160,160,158,156,155,155,155
1901572345,,Sheldahl city (pt.),157,19,015,72345,00000,00000,1,A,22,22,22,22,21,24,22
1901573515,,Slater city (pt.),157,19,015,73515,00000,00000,1,A,0,0,0,0,0,0,0
1901586970,,Woodward city (pt.),157,19,015,86970,00000,00000,1,A,342,342,342,342,342,342,342
1901599990,,Balance of Boone County,157,19,015,99990,00000,00000,1,F,8426,8423,8444,8403,8410,8465,8514
1901700000,,Bremer County,050,19,017,00000,00000,00000,0,A,24992,25014,25134,25261,25337,25363,25296
1901720035,,Denver city,157,19,017,20035,00000,00000,1,A,1929,1929,1943,1953,1957,1960,1954
1901729010,,Frederika city,157,19,017,29010,00000,00000,1,A,204,204,206,206,208,208,207
1901739405,,Janesville city (pt.),157,19,017,39405,00000,00000,1,A,925,926,932,938,940,942,939
1901763210,,Plainfield city,157,19,017,63210,00000,00000,1,A,394,394,396,395,395,396,394
1901765910,,Readlyn city,157,19,017,65910,00000,00000,1,A,849,850,854,860,860,861,860
1901776260,,Sumner city (pt.),157,19,017,76260,00000,00000,1,A,2021,2019,2024,2026,2023,2022,2013
1901778915,,Tripoli city,157,19,017,78915,00000,00000,1,A,1191,1192,1198,1202,1209,1209,1208
1901782875,,Waverly city,157,19,017,82875,00000,00000,1,A,10400,10415,10452,10519,10570,10583,10561
1901799990,,Balance of Bremer County,157,19,017,99990,00000,00000,1,F,7079,7085,7129,7162,7175,7182,7160
1901900000,,Buchanan County,050,19,019,00000,00000,00000,0,A,20562,20608,20718,20705,20725,20711,20883
1901903835,,Aurora city,157,19,019,03835,00000,00000,1,A,167,167,168,167,169,166,167
1901908155,,Brandon city,157,19,019,08155,00000,00000,1,A,327,328,328,328,325,323,325
1901926355,,Fairbank city (pt.),157,19,019,26355,00000,00000,1,A,750,751,760,762,769,768,780
1901935580,,Hazleton city,157,19,019,35580,00000,00000,1,A,708,709,713,711,710,706,714
1901938100,,Independence city,157,19,019,38100,00000,00000,1,A,6059,6079,6135,6162,6185,6255,6312
1901939585,,Jesup city (pt.),157,19,019,39585,00000,00000,1,A,2314,2321,2340,2336,2351,2346,2361
1901943005,,Lamont city,157,19,019,43005,00000,00000,1,A,432,433,436,435,434,429,432
1901965235,,Quasqueton city,157,19,019,65235,00000,00000,1,A,574,575,579,583,586,583,593
1901969060,,Rowley city,157,19,019,69060,00000,00000,1,A,269,269,270,269,269,267,267
1901974955,,Stanley city (pt.),157,19,019,74955,00000,00000,1,A,81,81,81,81,81,81,81
1901986565,,Winthrop city,157,19,019,86565,00000,00000,1,A,823,825,824,822,820,813,823
1901999990,,Balance of Buchanan County,157,19,019,99990,00000,00000,1,F,8058,8070,8084,8049,8026,7974,8028
1902100000,,Buena Vista County,050,19,021,00000,00000,00000,0,A,20820,20800,20794,20644,20678,20655,20449
1902100865,,Albert City city,157,19,021,00865,00000,00000,1,A,674,673,665,653,624,620,601
1902101495,,Alta city,157,19,021,01495,00000,00000,1,A,2090,2089,2072,2033,2022,2019,1958
1902142645,,Lakeside city,157,19,021,42645,00000,00000,1,A,701,700,698,686,684,687,684
1902145480,,Linn Grove city,157,19,021,45480,00000,00000,1,A,161,161,159,154,153,152,148
1902149260,,Marathon city,157,19,021,49260,00000,00000,1,A,231,231,229,221,220,219,213
1902155965,,Newell city,157,19,021,55965,00000,00000,1,A,903,902,896,852,844,842,814
1902166360,,Rembrandt city,157,19,021,66360,00000,00000,1,A,210,210,208,203,202,199,193
1902173425,,Sioux Rapids city,157,19,021,73425,00000,00000,1,A,748,747,740,724,719,716,694
1902175630,,Storm Lake city,157,19,021,75630,00000,00000,1,A,11270,11262,11343,11430,11551,11548,11590
1902179095,,Truesdale city,157,19,021,79095,00000,00000,1,A,65,65,64,63,62,62,60
1902199990,,Balance of Buena Vista County,157,19,021,99990,00000,00000,1,F,3767,3760,3720,3625,3597,3591,3494
1902300000,,Butler County,050,19,023,00000,00000,00000,0,A,14338,14337,14357,14258,14190,14093,14049
1902301315,,Allison city,157,19,023,01315,00000,00000,1,A,965,964,963,955,944,935,933
1902302395,,Aplington city,157,19,023,02395,00000,00000,1,A,1112,1111,1107,1101,1095,1087,1084
1902302620,,Aredale city,157,19,023,02620,00000,00000,1,A,63,63,63,62,62,61,61
1902308560,,Bristow city,157,19,023,08560,00000,00000,1,A,142,142,142,141,139,136,135
1902313755,,Clarksville city,157,19,023,13755,00000,00000,1,A,1260,1259,1257,1245,1245,1235,1225
1902322620,,Dumont city,157,19,023,22620,00000,00000,1,A,638,638,634,630,623,615,612
1902332745,,Greene city (pt.),157,19,023,32745,00000,00000,1,A,996,995,994,962,957,947,939
1902356145,,New Hartford city,157,19,023,56145,00000,00000,1,A,571,571,570,562,557,554,553
1902361590,,Parkersburg city,157,19,023,61590,00000,00000,1,A,2016,2017,2013,2005,1991,1983,1969
1902372435,,Shell Rock city,157,19,023,72435,00000,00000,1,A,1269,1268,1284,1281,1278,1260,1252
1902399990,,Balance of Butler County,157,19,023,99990,00000,00000,1,F,5306,5309,5330,5314,5299,5280,5286
1902500000,,Calhoun County,050,19,025,00000,00000,00000,0,A,9927,9895,9895,9726,9770,9654,9562
1902526940,,Farnhamville city (pt.),157,19,025,26940,00000,00000,1,A,381,379,378,369,370,364,358
1902539900,,Jolley city,157,19,025,39900,00000,00000,1,A,28,28,28,27,28,28,28
1902541790,,Knierim city,157,19,025,41790,00000,00000,1,A,54,54,54,52,53,52,51
1902542465,,Lake City city,157,19,025,42465,00000,00000,1,A,1728,1722,1717,1670,1674,1652,1640
1902546245,,Lohrville city,157,19,025,46245,00000,00000,1,A,379,378,376,367,370,363,360
1902547730,,Lytton city (pt.),157,19,025,47730,00000,00000,1,A,39,39,39,38,38,37,37
1902548990,,Manson city,157,19,025,48990,00000,00000,1,A,1708,1701,1695,1666,1657,1635,1617
1902564065,,Pomeroy city,157,19,025,64065,00000,00000,1,A,527,525,524,513,516,507,501
1902567125,,Rinard city,157,19,025,67125,00000,00000,1,A,37,37,37,36,36,35,35
1902568295,,Rockwell City city,157,19,025,68295,00000,00000,1,A,2259,2250,2244,2188,2199,2177,2133
1902573920,,Somers city,157,19,025,73920,00000,00000,1,A,127,126,126,124,124,122,119
1902587375,,Yetter city,157,19,025,87375,00000,00000,1,A,21,21,21,20,20,20,20
1902599990,,Balance of Calhoun County,157,19,025,99990,00000,00000,1,S,2639,2635,2656,2656,2685,2662,2663
1902700000,,Carroll County,050,19,027,00000,00000,00000,0,A,20758,20725,20745,20558,20513,20446,20303
1902702485,,Arcadia city,157,19,027,02485,00000,00000,1,A,524,528,547,564,576,587,586
1902708290,,Breda city,157,19,027,08290,00000,00000,1,A,502,501,504,500,498,493,488
1902711080,,Carroll city,157,19,027,11080,00000,00000,1,A,10330,10311,10295,10201,10176,10157,10085
1902716050,,Coon Rapids city (pt.),157,19,027,16050,00000,00000,1,A,1305,1302,1298,1277,1273,1260,1251
1902719450,,Dedham city,157,19,027,19450,00000,00000,1,A,223,222,222,221,221,221,219
1902731395,,Glidden city,157,19,027,31395,00000,00000,1,A,1151,1149,1156,1151,1147,1139,1133
1902733645,,Halbur city,157,19,027,33645,00000,00000,1,A,273,272,272,268,267,268,266
1902743140,,Lanesboro city,157,19,027,43140,00000,00000,1,A,118,118,118,114,114,113,112
1902745030,,Lidderdale city,157,19,027,45030,00000,00000,1,A,167,167,166,164,164,161,159
1902748945,,Manning city,157,19,027,48945,00000,00000,1,A,1453,1450,1455,1421,1403,1390,1375
1902765505,,Ralston city (pt.),157,19,027,65505,00000,00000,1,A,76,76,76,75,74,74,73
1902777340,,Templeton city,157,19,027,77340,00000,00000,1,A,349,348,348,343,340,337,339
1902785710,,Willey city,157,19,027,85710,00000,00000,1,A,74,74,74,73,72,72,71
1902799990,,Balance of Carroll County,157,19,027,99990,00000,00000,1,F,4213,4207,4214,4186,4188,4174,4146
1902900000,,Cass County,050,19,029,00000,00000,00000,0,A,13129,13118,13087,13127,13120,13005,12960
1902902260,,Anita city,157,19,029,02260,00000,00000,1,A,962,961,958,961,961,952,949
1902903520,,Atlantic city,157,19,029,03520,00000,00000,1,A,6788,6781,6761,6776,6771,6703,6676
1902917760,,Cumberland city,157,19,029,17760,00000,00000,1,A,248,248,249,252,252,248,247
1902933150,,Griswold city,157,19,029,33150,00000,00000,1,A,991,990,985,990,988,977,972
1902944805,,Lewis city,157,19,029,44805,00000,00000,1,A,359,358,360,361,361,355,354
1902949575,,Marne city,157,19,029,49575,00000,00000,1,A,108,108,108,108,108,107,108
1902950250,,Massena city,157,19,029,50250,00000,00000,1,A,356,356,355,354,354,350,351
1902986610,,Wiota city,157,19,029,86610,00000,00000,1,A,92,92,92,92,92,93,92
1902999990,,Balance of Cass County,157,19,029,99990,00000,00000,1,F,3225,3224,3219,3233,3233,3220,3211
1903100000,,Cedar County,050,19,031,00000,00000,00000,0,A,18490,18486,18435,18333,18298,18288,18359
1903105770,,Bennett city,157,19,031,05770,00000,00000,1,A,348,348,343,338,335,331,329
1903113530,,Clarence city,157,19,031,13530,00000,00000,1,A,1038,1037,1031,1019,1006,993,996
1903122980,,Durant city (pt.),157,19,031,22980,00000,00000,1,A,1668,1668,1656,1634,1620,1607,1604
1903146920,,Lowden city,157,19,031,46920,00000,00000,1,A,803,802,796,788,780,770,769
1903150700,,Mechanicsville city,157,19,031,50700,00000,00000,1,A,1017,1016,1008,998,988,976,977
1903175045,,Stanwood city,157,19,031,75045,00000,00000,1,A,640,639,632,626,620,613,613
1903178285,,Tipton city,157,19,031,78285,00000,00000,1,A,3164,3161,3142,3101,3073,3065,3060
1903183595,,West Branch city (pt.),157,19,031,83595,00000,00000,1,A,2407,2411,2450,2541,2644,2772,2842
1903186070,,Wilton city (pt.),157,19,031,86070,00000,00000,1,A,4,4,4,4,4,4,4
1903199990,,Balance of Cedar County,157,19,031,99990,00000,00000,1,S,7401,7400,7373,7284,7228,7157,7165
1903300000,,Cerro Gordo County,050,19,033,00000,00000,00000,0,A,43123,43018,42773,42401,42427,42347,42372
1903314025,,Clear Lake city,157,19,033,14025,00000,00000,1,A,7677,7661,7597,7554,7576,7563,7601
1903322080,,Dougherty city,157,19,033,22080,00000,00000,1,A,60,60,59,58,58,58,58
1903350160,,Mason City city,157,19,033,50160,00000,00000,1,A,27351,27280,27184,26906,26925,26866,26853
1903351420,,Meservey city,157,19,033,51420,00000,00000,1,A,220,219,216,213,212,212,211
1903356910,,Nora Springs city (pt.),157,19,033,56910,00000,00000,1,A,5,5,5,5,5,5,5
1903363885,,Plymouth city,157,19,033,63885,00000,00000,1,A,382,381,376,370,369,368,366
1903368025,,Rock Falls city,157,19,033,68025,00000,00000,1,A,150,150,148,146,146,145,143
1903368250,,Rockwell city,157,19,033,68250,00000,00000,1,A,1071,1068,1057,1049,1044,1039,1039
1903376620,,Swaledale city,157,19,033,76620,00000,00000,1,A,143,143,141,139,139,137,137
1903377880,,Thornton city,157,19,033,77880,00000,00000,1,A,405,404,398,397,394,392,391
1903380580,,Ventura city,157,19,033,80580,00000,00000,1,A,713,711,703,698,696,698,698
1903399990,,Balance of Cerro Gordo County,157,19,033,99990,00000,00000,1,S,4946,4936,4889,4866,4863,4864,4870
1903500000,,Cherokee County,050,19,035,00000,00000,00000,0,A,11650,11648,11533,11486,11589,11522,11369
1903503745,,Aurelia city,157,19,035,03745,00000,00000,1,A,968,968,956,957,968,953,935
1903513080,,Cherokee city,157,19,035,13080,00000,00000,1,A,5190,5189,5135,5115,5160,5134,5122
1903514115,,Cleghorn city,157,19,035,14115,00000,00000,1,A,236,236,233,232,232,231,225
1903543500,,Larrabee city,157,19,035,43500,00000,00000,1,A,117,117,116,115,116,116,113
1903549350,,Marcus city,157,19,035,49350,00000,00000,1,A,1074,1075,1064,1052,1059,1059,1038
1903551150,,Meriden city,157,19,035,51150,00000,00000,1,A,172,172,170,169,173,170,168
1903565280,,Quimby city,157,19,035,65280,00000,00000,1,A,246,246,243,241,243,241,236
1903582380,,Washta city,157,19,035,82380,00000,00000,1,A,208,208,206,205,205,204,199
1903599990,,Balance of Cherokee County,157,19,035,99990,00000,00000,1,F,3439,3437,3410,3400,3433,3414,3333
1903700000,,Chickasaw County,050,19,037,00000,00000,00000,0,A,12018,11995,11896,11765,11713,11724,11663
1903701540,,Alta Vista city,157,19,037,01540,00000,00000,1,A,227,227,225,220,219,219,216
1903704780,,Bassett city,157,19,037,04780,00000,00000,1,A,44,44,43,43,43,43,43
1903728965,,Fredericksburg city,157,19,037,28965,00000,00000,1,A,989,987,987,987,981,984,979
1903738460,,Ionia city,157,19,037,38460,00000,00000,1,A,229,229,227,224,220,221,220
1903743815,,Lawler city,157,19,037,43815,00000,00000,1,A,406,405,404,397,394,395,391
1903755335,,Nashua city (pt.),157,19,037,55335,00000,00000,1,A,1552,1549,1533,1513,1507,1510,1503
1903756100,,New Hampton city,157,19,037,56100,00000,00000,1,A,3496,3489,3460,3428,3432,3430,3420
1903757495,,North Washington city,157,19,037,57495,00000,00000,1,A,107,107,106,104,104,104,103
1903765010,,Protivin city (pt.),157,19,037,65010,00000,00000,1,A,9,9,9,9,9,9,9
1903799990,,Balance of Chickasaw County,157,19,037,99990,00000,00000,1,F,4959,4949,4902,4840,4804,4809,4779
1903900000,,Clarke County,050,19,039,00000,00000,00000,0,A,9748,9731,9752,9689,9648,9591,9574
1903955065,,Murray city,157,19,039,55065,00000,00000,1,A,685,680,665,647,630,613,600
1903959835,,Osceola city,157,19,039,59835,00000,00000,1,A,5404,5413,5507,5558,5598,5621,5679
1903986880,,Woodburn city,157,19,039,86880,00000,00000,1,A,147,146,145,140,138,135,133
1903999990,,Balance of Clarke County,157,19,039,99990,00000,00000,1,F,3512,3492,3435,3344,3282,3222,3162
1904100000,,Clay County,050,19,041,00000,00000,00000,0,A,16385,16341,16464,16514,16537,16521,16202
1904121360,,Dickens city,157,19,041,21360,00000,00000,1,A,148,147,148,148,148,148,145
1904126175,,Everly city,157,19,041,26175,00000,00000,1,A,576,573,574,575,575,571,561
1904128650,,Fostoria city,157,19,041,28650,00000,00000,1,A,235,234,235,233,233,233,228
1904130810,,Gillett Grove city,157,19,041,30810,00000,00000,1,A,32,32,32,32,32,32,31
1904132970,,Greenville city,157,19,041,32970,00000,00000,1,A,66,66,66,66,66,66,65
1904162625,,Peterson city,157,19,041,62625,00000,00000,1,A,321,319,321,320,320,321,313
1904168925,,Rossie city,157,19,041,68925,00000,00000,1,A,47,47,47,47,47,47,46
1904169105,,Royal city,157,19,041,69105,00000,00000,1,A,382,380,380,381,380,380,375
1904174280,,Spencer city,157,19,041,74280,00000,00000,1,A,11320,11302,11400,11440,11462,11445,11218
1904183010,,Webb city,157,19,041,83010,00000,00000,1,A,140,139,140,140,138,140,135
1904199990,,Balance of Clay County,157,19,041,99990,00000,00000,1,F,3118,3102,3121,3132,3136,3138,3085
1904300000,,Clayton County,050,19,043,00000,00000,00000,0,A,17040,17027,17056,17049,17008,16983,16845
1904313845,,Clayton city,157,19,043,13845,00000,00000,1,A,46,46,46,46,45,45,45
1904324060,,Edgewood city (pt.),157,19,043,24060,00000,00000,1,A,290,290,291,292,291,290,286
1904324690,,Elkader city,157,19,043,24690,00000,00000,1,A,1215,1214,1212,1208,1203,1199,1183
1904324825,,Elkport city,157,19,043,24825,00000,00000,1,A,28,28,28,28,28,28,27
1904326850,,Farmersburg city,157,19,043,26850,00000,00000,1,A,272,272,272,271,267,266,263
1904329685,,Garber city,157,19,043,29685,00000,00000,1,A,77,77,77,77,76,76,77
1904329910,,Garnavillo city,157,19,043,29910,00000,00000,1,A,755,754,758,754,750,746,739
1904333465,,Guttenberg city,157,19,043,33465,00000,00000,1,A,1817,1817,1823,1820,1815,1807,1789
1904347055,,Luana city,157,19,043,47055,00000,00000,1,A,301,300,300,308,304,304,309
1904348000,,McGregor city,157,19,043,48000,00000,00000,1,A,739,738,739,735,731,734,720
1904349620,,Marquette city,157,19,043,49620,00000,00000,1,A,428,427,427,432,432,437,436
1904353310,,Monona city,157,19,043,53310,00000,00000,1,A,1476,1474,1474,1468,1470,1467,1444
1904357135,,North Buena Vista city,157,19,043,57135,00000,00000,1,A,106,106,107,107,107,107,107
1904360015,,Osterdock city,157,19,043,60015,00000,00000,1,A,44,44,44,44,44,43,43
1904364290,,Postville city (pt.),157,19,043,64290,00000,00000,1,A,274,274,274,273,271,270,264
1904370140,,St. Olaf city,157,19,043,70140,00000,00000,1,A,103,103,103,102,102,99,98
1904375855,,Strawberry Point city,157,19,043,75855,00000,00000,1,A,1155,1154,1151,1149,1145,1139,1126
1904381345,,Volga city,157,19,043,81345,00000,00000,1,A,204,204,204,203,202,201,199
1904399990,,Balance of Clayton County,157,19,043,99990,00000,00000,1,F,7710,7705,7726,7732,7725,7725,7690
1904500000,,Clinton County,050,19,045,00000,00000,00000,0,A,46465,46431,46497,46263,46109,45999,46002
1904502080,,Andover city,157,19,045,02080,00000,00000,1,A,106,106,106,105,105,104,104
1904509820,,Calamus city,157,19,045,09820,00000,00000,1,A,354,354,353,351,349,348,346
1904510135,,Camanche city,157,19,045,10135,00000,00000,1,A,4571,4569,4579,4559,4552,4545,4557
1904512855,,Charlotte city,157,19,045,12855,00000,00000,1,A,390,389,392,392,390,386,386
1904514430,,Clinton city,157,19,045,14430,00000,00000,1,A,24467,24444,24465,24353,24217,24109,24049
1904519720,,Delmar city,157,19,045,19720,00000,00000,1,A,546,545,545,541,544,544,539
1904521180,,DeWitt city,157,19,045,21180,00000,00000,1,A,5514,5517,5533,5517,5575,5615,5704
1904531665,,Goose Lake city,157,19,045,31665,00000,00000,1,A,249,249,249,249,251,250,249
1904532025,,Grand Mound city,157,19,045,32025,00000,00000,1,A,619,618,616,614,608,606,601
1904546605,,Lost Nation city,157,19,045,46605,00000,00000,1,A,432,431,429,426,422,424,425
1904547010,,Low Moor city,157,19,045,47010,00000,00000,1,A,248,248,248,244,243,241,240
1904549215,,Maquoketa city (pt.),157,19,045,49215,00000,00000,1,A,0,0,0,0,0,0,0
1904578600,,Toronto city,157,19,045,78600,00000,00000,1,A,102,102,102,101,101,100,100
1904583370,,Welton city,157,19,045,83370,00000,00000,1,A,128,128,128,127,126,124,123
1904584945,,Wheatland city,157,19,045,84945,00000,00000,1,A,781,780,778,777,767,764,763
1904599990,,Balance of Clinton County,157,19,045,99990,00000,00000,1,S,7958,7951,7974,7907,7859,7839,7816
1904700000,,Crawford County,050,19,047,00000,00000,00000,0,A,16524,16487,16239,16143,16130,16289,16237
1904702755,,Arion city,157,19,047,02755,00000,00000,1,A,98,98,96,96,96,99,98
1904703340,,Aspinwall city,157,19,047,03340,00000,00000,1,A,35,35,34,34,34,34,34
1904709145,,Buck Grove city,157,19,047,09145,00000,00000,1,A,30,30,30,29,29,29,29
1904712900,,Charter Oak city,157,19,047,12900,00000,00000,1,A,530,529,519,516,513,518,513
1904719765,,Deloit city,157,19,047,19765,00000,00000,1,A,248,247,244,242,242,242,241
1904719945,,Denison city,157,19,047,19945,00000,00000,1,A,8378,8360,8234,8188,8174,8245,8214
1904722215,,Dow City city,157,19,047,22215,00000,00000,1,A,485,484,477,472,471,475,471
